symbol,date,label,US_Score,Total_Trend,RSI,STOCH_K,CCI,CMO,COPP,PPO,MACD,EMA_20,KAMA_10,SMA_20,SMA_50,VAMA_20,TRIMA_20,ICHIMOKU_conv,ICHIMOKU_base,ICHIMOKU_span_a,ICHIMOKU_span_b,BB_upper,OBV,MFI_14
LNT,2023-12-29,0,1,3.330541462293534,49.4936881652711,35.11473476908738,-9.322922901448074,-1.0126236694577953,-2.3890477687225395,0.4547676586698696,0.2159583131292706,47.601673693175414,47.710243235335454,47.94399890899658,46.8104817199707,47.935186675920754,47.23512005805969,47.370596234929295,47.94960232670485,47.66009928081707,47.335999063172565,49.220808468141854,262204200.0,50.07883635406261
ALL,2023-12-29,0,0,4.887007298977515,51.77606174305471,53.69701287077722,15.959915161152477,3.552123486109437,-2.137695219245225,1.0573319191384651,1.393529508752863,132.58413045429344,133.2530053866971,133.70403213500975,128.2433592224121,133.90852225879146,131.46696018218992,131.87878679228228,133.9541932695388,132.91649003091055,127.71726928673954,138.2440195434536,402588100.0,45.501939724957616
GOOGL,2023-12-29,0,0,8.397802391592984,66.13997964208934,76.98240460115679,77.15559900214065,32.279959284178695,10.364169635461232,1.4071314224973397,1.9051275216458237,136.0194752277216,137.72771104666896,134.55782012939454,132.5937612915039,134.1058885633987,133.39825756072997,136.5234462797803,134.27543425841546,135.39944026909788,130.45927931061038,142.67235367683682,5701548604.0,63.09132287029492
GOOG,2023-12-29,0,0,8.526287294413748,63.74110454340431,76.60057409568134,73.4300906329897,27.482209086808627,9.943473337285214,1.347063201415904,1.8416168278760097,137.32522554002855,138.97026260331484,135.88831329345703,133.96900833129882,135.29306712957433,134.8564999771118,137.82380417184203,135.65505403924044,136.73942910554123,131.7146233335172,143.90768533885696,3773688691.0,63.060598770729584
MO,2023-12-29,0,1,2.5245142533613514,49.908001064706774,16.934938233666095,-57.02867243380659,-0.18399787058644151,-1.9326289357433668,-0.10965642626097631,-0.03818259696145532,34.81793697680305,34.756141558888245,34.98885612487793,34.61656997680664,34.986573926992634,34.83437726020813,35.0168129311275,35.13173117791244,35.074272054519966,34.628053627708546,35.885753132684314,2270462600.0,47.7091796419147
AMZN,2023-12-29,0,0,15.882222493489584,62.41757541561274,69.22434736572845,56.168054367543434,24.835150831225473,8.766937765790844,1.8670267136634517,2.7820320006179884,150.21335011208862,152.15364487484828,149.82399978637696,143.04560028076173,149.5530524139369,146.83867515563966,152.84000396728516,149.22000122070312,151.03000259399414,136.9900016784668,156.66143636381412,13816421800.0,62.133062850698515
AEE,2023-12-29,1,3,3.072724270823829,34.902369263192654,14.772669629890233,-71.81156560309861,-30.195261473614693,-15.349243531008943,-1.7912705826083575,-1.2518342289661888,69.4708711347926,68.37058963932537,70.3745777130127,71.12371322631836,69.92663568489492,71.76613500595093,67.51227211977039,71.72444244801125,69.61835728389082,71.72444244801125,76.47311446448205,293562200.0,34.92850388720582
AAL,2023-12-29,0,2,0.4559952413522127,49.61831227486758,12.264156884761121,-8.962849991770646,-0.7633754502648435,8.552595208550661,2.746424952695198,0.3735808739704485,13.76759949432558,14.005228392757623,13.928999996185302,12.632599983215332,13.868767520991529,13.036975054740903,14.069999694824219,13.309999942779541,13.68999981880188,12.764999866485596,14.787171766232147,1866422900.0,41.8161877740378
AEP,2023-12-29,0,0,2.6975714953708034,57.424743223414936,33.77834801366023,3.080902514686637,14.849486446829872,1.6551688726938456,0.8873502517145718,0.6610858411801246,74.82252377552196,75.2076574602922,75.13724632263184,72.7545555114746,75.40958595926612,73.84282835006714,75.38050961303227,75.28302261057286,75.33176611180257,72.37176852635551,77.27949285828224,656704600.0,40.03138920465836
AXP,2023-12-29,0,0,4.268432035746552,81.4015286115942,95.32388184245359,68.49880933969229,62.80305722318839,18.68471193836223,3.7869778018424975,6.510283056121352,174.48514373154933,179.4593178617811,173.79400482177735,159.8070455932617,172.90755263360668,164.75928470611572,179.89605325592495,171.26802685416322,175.5820400550441,160.5671366703672,188.3985008142535,148121900.0,86.30322109241122
AIG,2023-12-29,0,0,0.7931588227487313,68.39415335546903,90.4823238513744,74.97317434259294,36.788306710938045,5.079120151960722,1.3991401852537808,0.8852323215606503,63.64488648213581,64.28383853377086,63.65413856506348,61.49435600280762,63.54228511788888,62.4718970489502,64.13223598396137,63.3716020908355,63.75191903739844,60.58290197338391,65.34938820448912,1273512800.0,58.530525357093566
AMT,2023-12-29,0,0,4.342683197885641,78.5936059788599,85.06775628158339,53.19184770922536,57.18721195771978,7.12048024698993,2.7592070946768468,5.333124138587721,195.65125043817545,199.3187727805261,196.40557479858398,181.70035278320313,195.9117560141688,189.75907764434814,199.01216887930394,193.04625358936946,196.02921123433669,174.8981890708829,203.72681839536963,188808100.0,66.6304183892498
AWK,2023-12-29,0,1,5.91964655554071,51.9950514370421,28.98191288266128,0.5997793811503477,3.990102874084205,-0.2483483197825074,0.6830240437553369,0.8549381129360398,125.61429661822882,126.07098969985326,126.1650260925293,121.74641082763672,126.22168962082785,125.20858356475829,126.06291212055888,127.48953405734709,126.77622308895297,119.77195009731733,128.41995376910282,196897800.0,51.37153086179839
AMP,2023-12-29,0,0,7.854429605423415,72.12165088732323,84.13003964568271,55.272647261289954,44.243301774646454,11.958597727154084,2.518378262016548,8.98152319674466,360.35459782648104,366.8553303333923,359.89944305419925,338.0685290527344,359.5547385678411,346.45357101440436,368.14089433715503,355.1234686910267,361.63218151409086,335.61959543531725,381.9144620683896,152321300.0,77.0969820873528
AME,2023-12-29,0,0,5.859283304674609,77.74594120715102,92.01515846938926,56.386951886523384,55.49188241430204,9.208296287223256,1.986580813111434,3.1366541932143264,159.1657607970737,161.48175332195413,159.018074798584,151.08472198486328,158.44367049872275,154.494140586853,161.50804646627213,156.8028125841698,159.15542952522097,149.1453571203312,166.08376460734104,304879250.0,67.71423985525199
AMGN,2023-12-29,0,0,6.241285077480884,74.13186082582345,94.5220726697137,104.6719169248144,48.2637216516469,9.06334602935672,1.716940502708704,4.468969858431933,261.82172562321597,265.717674442683,260.6186492919922,254.71778442382814,259.81245221845137,254.2680939102173,264.81321789611565,258.8484934319405,261.83085566402804,252.31123252414577,272.37246269484893,376729400.0,50.35287684698653
APH,2023-12-29,0,0,7.411984365130086,79.39633525517961,90.04298003851532,48.62747370959832,58.79267051035921,13.512742577221461,2.928496367187606,1.3717635182915089,47.409725433632644,48.402247520308315,47.3636137008667,44.06494689941406,47.062619726005984,45.29350291252136,48.462089734986904,46.543525599101415,47.50280766704416,43.855658081179755,50.45585987426466,713402000.0,75.29112569943815
ADI,2023-12-29,0,0,6.169355233707138,68.53656315843256,75.53744564880316,57.87827445572065,37.073126316865114,14.30970810009272,2.842016684627401,5.245158848279203,186.68717264431336,190.55273847035977,186.13188858032225,173.61976501464844,186.425572075393,178.58047340393065,190.3437916339976,184.96040771969467,187.65209967684615,172.69088679749242,200.04979084737522,283415400.0,75.46529769081252
ANDV,2018-10-01,0,1,8.392454987746238,46.622884740357335,32.89473128051229,-35.27244245757539,-6.754230519285328,0.5124560144399902,0.7655631775351088,1.1761581517114053,154.28344367448932,154.84131108960412,154.92449874877929,151.0792608642578,154.6231232751357,153.08579502105712,155.97000122070312,155.97000122070312,155.97000122070312,149.58098549455084,158.76083269123512,217160605.0,26.14772783132193
AON,2023-12-29,1,3,6.253139359857435,27.557643061660684,11.826769174117546,-105.70104858963447,-44.88471387667863,-20.117639632869977,-3.152685454497455,-9.621838249220843,302.0524346648301,293.4080780164042,306.9045944213867,314.08591552734373,304.17924492943825,318.90212677001955,296.2972572898318,306.4945141062809,301.39588569805636,306.4945141062809,340.04596196711907,330542400.0,27.955930235673037
APA,2023-12-29,0,2,-0.6273243412275533,60.0284127675442,52.216774394564005,30.151042241166635,20.056825535088386,8.632940109782504,-0.34738140182728106,-0.1152979216730401,33.063322902229814,33.124925510743275,32.57313404083252,34.1733479309082,32.526451165955905,32.9344610786438,33.584575429879266,32.78111582878822,33.18284562933374,35.31012115738893,34.31846498970839,594116400.0,48.18879816699555
